transaction_id,date,n_items,items
T01482,2025-01-09,2,"Cheese, Lettuce"
T01483,2025-02-03,2,"Eggs, Milk"
T01484,2025-03-02,2,"Chips, Soda"
T01485,2025-05-20,2,"Tomatoes, Wine"
T01486,2025-02-10,3,"Chicken Breast, Lettuce, Rice"
T01487,2025-05-03,1,Cereal
T01488,2025-03-23,2,"Baby Wipes, Diapers"
T01489,2025-05-21,3,"Beer, Chips, Salsa"
T01490,2025-04-05,5,"Baby Wipes, Beer, Diapers, Pasta, Tomato Sauce"
T01491,2025-03-25,4,"Apples, Baby Wipes, Bananas, Diapers"
T01492,2025-04-10,3,"Baby Wipes, Beer, Rice"
T01493,2025-04-03,3,"Beer, Cereal, Milk"
T01494,2025-03-27,2,"Baby Wipes, Diapers"
T01495,2025-05-03,5,"Apples, Bananas, Bread, Cereal, Milk"
T01496,2025-04-08,5,"Bananas, Garlic, Parmesan, Pasta, Tomato Sauce"
T01497,2025-01-31,2,"Chicken Breast, Rice"
T01498,2025-06-12,4,"Bread, Butter, Jam, Yogurt"
T01499,2025-05-25,3,"Coffee, Milk, Sugar"
T01500,2025-02-14,3,"Eggs, Lettuce, Milk"
T01501,2025-02-21,4,"Bread, Chicken Breast, Jam, Salsa"
T01502,2025-03-01,2,"Apples, Milk"
T01503,2025-05-01,2,"Chips, Rice"
T01504,2025-05-29,2,"Diapers, Tea"
T01505,2025-05-19,3,"Cheese, Wine, Yogurt"
T01506,2025-06-24,1,Milk
T01507,2025-06-10,1,Cheese
T01508,2025-02-10,4,"Beer, Coffee, Lettuce, Milk"
T01509,2025-05-21,4,"Cereal, Milk, Pasta, Tomato Sauce"
T01510,2025-03-31,3,"Bananas, Cereal, Milk"
T01511,2025-05-10,2,"Coffee, Yogurt"
T01512,2025-02-23,5,"Bananas, Beer, Cheese, Chips, Salsa"
T01513,2025-04-02,5,"Apples, Bread, Butter, Jam, Milk"
T01514,2025-05-08,2,"Bread, Butter"
T01515,2025-05-31,3,"Chips, Soda, Yogurt"
T01516,2025-01-24,1,Bananas
T01517,2025-03-03,2,"Milk, Yogurt"
T01518,2025-04-26,2,"Cheese, Wine"
T01519,2025-05-10,2,"Soda, Sugar"
T01520,2025-05-18,2,"Chicken Breast, Milk"
T01521,2025-02-11,1,Rice
T01522,2025-02-09,5,"Beer, Chips, Eggs, Salsa, Yogurt"
T01523,2025-03-29,3,"Cereal, Lettuce, Yogurt"
T01524,2025-06-04,4,"Beer, Sugar, Tea, Yogurt"
T01525,2025-01-09,1,Tomatoes
T01526,2025-01-23,3,"Chips, Salsa, Yogurt"
T01527,2025-05-27,2,"Beer, Chips"
T01528,2025-06-18,4,"Cheese, Parmesan, Tea, Wine"
T01529,2025-01-04,2,"Chicken Breast, Lettuce"
T01530,2025-05-03,4,"Beer, Chips, Salsa, Yogurt"
T01531,2025-02-02,3,"Coffee, Eggs, Yogurt"
T01532,2025-04-03,6,"Bananas, Chicken Breast, Milk, Parmesan, Rice, Wine"
T01533,2025-06-07,5,"Cheese, Pasta, Soda, Tomato Sauce, Wine"
T01534,2025-03-13,1,Tea
T01535,2025-06-04,1,Apples
T01536,2025-05-05,1,Lettuce
T01537,2025-06-04,4,"Coffee, Lettuce, Milk, Sugar"
T01538,2025-03-10,4,"Apples, Cereal, Milk, Soda"
T01539,2025-05-13,3,"Chicken Breast, Rice, Soda"
T01540,2025-03-17,2,"Chips, Onions"
T01541,2025-03-16,3,"Beer, Cheese, Chips"
T01542,2025-05-26,2,"Cheese, Soda"
T01543,2025-04-07,5,"Baby Wipes, Bread, Butter, Diapers, Milk"
T01544,2025-06-10,3,"Bananas, Rice, Yogurt"
T01545,2025-01-14,2,"Chips, Eggs"
T01546,2025-01-25,4,"Beer, Cheese, Milk, Wine"
T01547,2025-05-27,3,"Chips, Soda, Tomatoes"
T01548,2025-04-09,2,"Cheese, Rice"
T01549,2025-03-11,3,"Bananas, Ground Beef, Rice"
T01550,2025-02-14,6,"Bananas, Bread, Butter, Chicken Breast, Jam, Milk"
T01551,2025-04-08,2,"Chicken Breast, Rice"
T01552,2025-01-06,1,Rice
T01553,2025-02-22,1,Eggs
T01554,2025-04-07,2,"Baby Wipes, Diapers"
T01555,2025-03-01,1,Yogurt
T01556,2025-05-25,1,Eggs
T01557,2025-04-10,5,"Baby Wipes, Chips, Diapers, Salsa, Soda"
T01558,2025-02-26,3,"Beer, Rice, Soda"
T01559,2025-01-24,3,"Beer, Milk, Tomatoes"
T01560,2025-04-22,4,"Jam, Parmesan, Pasta, Tomato Sauce"
T01561,2025-02-15,1,Yogurt
T01562,2025-03-02,2,"Beer, Salsa"
T01563,2025-05-17,2,"Chips, Tea"
T01564,2025-01-03,2,"Garlic, Pasta"
T01565,2025-01-13,2,"Coffee, Sugar"
T01566,2025-04-27,1,Bananas
T01567,2025-06-05,4,"Baby Wipes, Beer, Diapers, Eggs"
T01568,2025-05-15,1,Soda
T01569,2025-04-14,4,"Butter, Cheese, Soda, Wine"
T01570,2025-06-04,5,"Apples, Baby Wipes, Bread, Diapers, Rice"
T01571,2025-02-05,5,"Apples, Baby Wipes, Beer, Diapers, Onions"
T01572,2025-02-03,2,"Eggs, Milk"
T01573,2025-03-17,3,"Chips, Salsa, Soda"
T01574,2025-05-12,3,"Milk, Pasta, Yogurt"
T01575,2025-01-26,2,"Bread, Tomatoes"
T01576,2025-04-06,2,"Baby Wipes, Diapers"
T01577,2025-05-13,3,"Sugar, Tea, Yogurt"
T01578,2025-02-09,6,"Baby Wipes, Cheese, Diapers, Soda, Sugar, Tea"
T01579,2025-05-26,2,"Coffee, Sugar"
T01580,2025-02-11,5,"Chicken Breast, Diapers, Eggs, Rice, Yogurt"
T01581,2025-04-06,4,"Chicken Breast, Lettuce, Rice, Tomatoes"
T01582,2025-05-31,5,"Bananas, Cereal, Chicken Breast, Milk, Rice"
T01583,2025-03-07,1,Coffee
T01584,2025-02-09,4,"Chips, Salsa, Soda, Tomatoes"
T01585,2025-06-19,1,Cheese
T01586,2025-04-14,6,"Coffee, Milk, Parmesan, Rice, Sugar, Wine"
T01587,2025-03-04,5,"Cheese, Jam, Parmesan, Pasta, Tomato Sauce"
T01588,2025-06-28,4,"Bread, Butter, Jam, Milk"
T01589,2025-01-23,1,Apples
T01590,2025-05-30,1,Milk
T01591,2025-02-19,3,"Baby Wipes, Diapers, Yogurt"
T01592,2025-01-17,2,"Chicken Breast, Rice"
T01593,2025-03-14,1,Cheese
T01594,2025-04-26,1,Soda
T01595,2025-04-13,1,Cereal
T01596,2025-04-29,3,"Coffee, Milk, Sugar"
T01597,2025-01-19,1,Cheese
T01598,2025-05-04,1,Bananas
T01599,2025-06-21,2,"Apples, Lettuce"
T01600,2025-01-09,4,"Baby Wipes, Beer, Chicken Breast, Diapers"
T01601,2025-04-12,3,"Cheese, Sugar, Tea"
T01602,2025-05-26,6,"Bread, Jam, Parmesan, Pasta, Rice, Soda"
T01603,2025-04-03,4,"Chips, Rice, Salsa, Soda"
T01604,2025-05-10,1,Diapers
T01605,2025-04-22,3,"Apples, Milk, Tea"
T01606,2025-05-31,2,"Eggs, Yogurt"
T01607,2025-06-05,3,"Cheese, Lettuce, Sugar"
T01608,2025-02-28,4,"Chicken Breast, Coffee, Lettuce, Rice"
T01609,2025-01-20,2,"Chicken Breast, Tomatoes"
T01610,2025-06-13,2,"Milk, Rice"
T01611,2025-05-22,1,Bananas
T01612,2025-04-10,5,"Cheese, Parmesan, Pasta, Tomato Sauce, Wine"
T01613,2025-02-13,3,"Cheese, Chicken Breast, Wine"
T01614,2025-06-13,1,Coffee
T01615,2025-03-11,4,"Bananas, Cheese, Sugar, Tea"
T01616,2025-01-22,1,Eggs
T01617,2025-02-18,3,"Bread, Chicken Breast, Pasta"
T01618,2025-05-03,4,"Bread, Butter, Cheese, Chips"
T01619,2025-06-28,1,Cereal
T01620,2025-04-28,3,"Chips, Salsa, Soda"
T01621,2025-04-06,3,"Bread, Milk, Wine"
T01622,2025-05-22,2,"Bananas, Cheese"
T01623,2025-03-23,1,Tomatoes
T01624,2025-01-28,1,Apples
T01625,2025-06-28,2,"Beer, Diapers"
T01626,2025-04-04,1,Apples
T01627,2025-01-07,3,"Cheese, Eggs, Pasta"
T01628,2025-03-27,2,"Bananas, Cereal"
T01629,2025-01-13,1,Tomatoes
T01630,2025-01-21,2,"Lettuce, Tomatoes"
T01631,2025-06-18,2,"Beer, Diapers"
T01632,2025-03-10,4,"Coffee, Eggs, Rice, Sugar"
T01633,2025-03-09,1,Tomatoes
T01634,2025-03-27,1,Lettuce
T01635,2025-01-05,2,"Coffee, Sugar"
T01636,2025-01-02,3,"Chicken Breast, Chips, Lettuce"
T01637,2025-04-10,2,"Eggs, Soda"
T01638,2025-05-29,2,"Cereal, Milk"
T01639,2025-01-01,5,"Baby Wipes, Beer, Chips, Diapers, Lettuce"
T01640,2025-01-12,5,"Beer, Coffee, Diapers, Milk, Sugar"
T01641,2025-06-15,3,"Cheese, Chips, Soda"
T01642,2025-02-07,2,"Chips, Salsa"
T01643,2025-03-12,2,"Chicken Breast, Rice"
T01644,2025-05-15,2,"Cheese, Wine"
T01645,2025-05-16,2,"Sugar, Tea"
T01646,2025-05-03,7,"Chicken Breast, Chips, Garlic, Pasta, Rice, Tomato Sauce, Yogurt"
T01647,2025-06-18,3,"Apples, Baby Wipes, Diapers"
T01648,2025-06-21,3,"Lettuce, Rice, Soda"
T01649,2025-01-06,1,Tomatoes
T01650,2025-05-04,1,Bananas
T01651,2025-04-19,1,Chicken Breast
T01652,2025-05-25,5,"Baby Wipes, Bananas, Beer, Butter, Diapers"
T01653,2025-04-21,6,"Bananas, Bread, Butter, Eggs, Jam, Onions"
T01654,2025-02-04,4,"Beer, Chips, Salsa, Yogurt"
T01655,2025-04-26,6,"Bananas, Cereal, Cheese, Eggs, Milk, Soda"
T01656,2025-06-18,3,"Bread, Jam, Yogurt"
T01657,2025-03-13,1,Chips
T01658,2025-01-25,6,"Bread, Butter, Chicken Breast, Lettuce, Milk, Rice"
T01659,2025-02-22,1,Apples
T01660,2025-06-26,3,"Parmesan, Pasta, Tomato Sauce"
T01661,2025-02-10,3,"Coffee, Milk, Sugar"
T01662,2025-06-23,2,"Lettuce, Rice"
T01663,2025-06-02,2,"Beer, Lettuce"
T01664,2025-03-08,6,"Baby Wipes, Beer, Bread, Butter, Chips, Salsa"
T01665,2025-04-12,4,"Coffee, Eggs, Lettuce, Milk"
T01666,2025-01-19,2,"Beer, Tomatoes"
T01667,2025-03-27,4,"Garlic, Milk, Pasta, Tomato Sauce"
T01668,2025-01-19,2,"Apples, Tomatoes"
T01669,2025-03-12,3,"Bread, Cheese, Milk"
T01670,2025-02-12,3,"Cereal, Eggs, Lettuce"
T01671,2025-05-18,2,"Bread, Milk"
T01672,2025-03-16,3,"Chicken Breast, Pasta, Tomato Sauce"
T01673,2025-03-15,2,"Cheese, Milk"
T01674,2025-01-07,2,"Milk, Sugar"
T01675,2025-06-12,3,"Chips, Parmesan, Soda"
T01676,2025-03-10,3,"Cheese, Chips, Soda"
T01677,2025-01-11,3,"Cheese, Milk, Wine"
T01678,2025-01-05,4,"Parmesan, Pasta, Soda, Tomato Sauce"
T01679,2025-05-16,2,"Chicken Breast, Rice"
T01680,2025-03-05,5,"Baby Wipes, Beer, Chips, Diapers, Salsa"
T01681,2025-06-20,4,"Apples, Cheese, Parmesan, Wine"
T01682,2025-02-24,2,"Chicken Breast, Rice"
T01683,2025-04-10,2,"Chips, Parmesan"
T01684,2025-04-05,3,"Jam, Pasta, Tomato Sauce"
T01685,2025-03-16,2,"Rice, Soda"
T01686,2025-01-28,1,Tomatoes
T01687,2025-03-12,3,"Baby Wipes, Coffee, Sugar"
T01688,2025-03-16,2,"Beer, Chips"
T01689,2025-03-22,4,"Baby Wipes, Bananas, Cereal, Diapers"
T01690,2025-02-20,1,Eggs
T01691,2025-02-25,1,Cheese
T01692,2025-04-15,3,"Eggs, Rice, Soda"
T01693,2025-05-09,5,"Bread, Butter, Jam, Soda, Tomatoes"
T01694,2025-06-02,4,"Bread, Cereal, Jam, Milk"
T01695,2025-06-08,4,"Beer, Chips, Diapers, Soda"
T01696,2025-01-28,3,"Cereal, Milk, Rice"
T01697,2025-02-13,3,"Beer, Pasta, Tomato Sauce"
T01698,2025-03-17,1,Tomatoes
T01699,2025-04-04,4,"Bananas, Cereal, Cheese, Milk"
T01700,2025-02-02,2,"Bread, Rice"
T01701,2025-06-05,3,"Bread, Butter, Milk"
T01702,2025-03-07,5,"Chips, Milk, Salsa, Soda, Wine"
T01703,2025-03-09,2,"Milk, Tea"
T01704,2025-05-16,4,"Apples, Beer, Cheese, Chips"
T01705,2025-06-15,2,"Bananas, Diapers"
T01706,2025-01-05,2,"Milk, Soda"
T01707,2025-03-16,2,"Lettuce, Pasta"
T01708,2025-05-27,2,"Lettuce, Wine"
T01709,2025-06-03,3,"Eggs, Milk, Tea"
T01710,2025-03-05,2,"Bread, Lettuce"
T01711,2025-05-26,4,"Beer, Garlic, Pasta, Salsa"
T01712,2025-01-15,2,"Apples, Bread"
T01713,2025-06-14,2,"Beer, Chips"
T01714,2025-06-21,4,"Cereal, Chips, Milk, Tomatoes"
T01715,2025-06-19,1,Coffee
T01716,2025-02-07,3,"Chips, Salsa, Soda"
T01717,2025-03-30,1,Eggs
T01718,2025-05-24,2,"Cheese, Wine"
T01719,2025-03-22,2,"Bananas, Chicken Breast"
T01720,2025-03-21,3,"Apples, Chicken Breast, Milk"
T01721,2025-04-22,3,"Beer, Diapers, Eggs"
T01722,2025-02-19,4,"Bread, Butter, Cheese, Jam"
T01723,2025-03-24,1,Wine
T01724,2025-04-24,3,"Bread, Coffee, Milk"
T01725,2025-04-11,1,Tea
T01726,2025-02-03,3,"Bread, Chips, Soda"
T01727,2025-06-04,2,"Chicken Breast, Rice"
T01728,2025-02-20,3,"Bananas, Cereal, Milk"
T01729,2025-04-13,1,Tomatoes
T01730,2025-02-22,5,"Bananas, Ground Beef, Parmesan, Pasta, Tomato Sauce"
T01731,2025-05-27,7,"Baby Wipes, Bananas, Beer, Butter, Chips, Diapers, Salsa"
T01732,2025-01-25,1,Apples
T01733,2025-02-22,5,"Baby Wipes, Bananas, Beer, Diapers, Onions"
T01734,2025-02-11,2,"Lettuce, Yogurt"
T01735,2025-03-08,4,"Parmesan, Pasta, Tomato Sauce, Wine"
T01736,2025-03-04,7,"Apples, Garlic, Parmesan, Pasta, Soda, Tomato Sauce, Tomatoes"
T01737,2025-01-31,1,Milk
T01738,2025-03-02,7,"Bread, Butter, Coffee, Jam, Soda, Sugar, Wine"
T01739,2025-05-19,6,"Baby Wipes, Bananas, Chicken Breast, Diapers, Rice, Salsa"
T01740,2025-05-17,5,"Cereal, Cheese, Chicken Breast, Milk, Rice"
T01741,2025-06-27,2,"Tomatoes, Wine"
T01742,2025-02-03,1,Rice
T01743,2025-05-12,3,"Eggs, Onions, Rice"
T01744,2025-01-10,4,"Eggs, Milk, Sugar, Tea"
T01745,2025-06-18,1,Rice
T01746,2025-01-20,3,"Eggs, Tea, Yogurt"
T01747,2025-05-08,3,"Coffee, Rice, Sugar"
T01748,2025-06-24,4,"Baby Wipes, Diapers, Pasta, Tomato Sauce"
T01749,2025-03-26,2,"Lettuce, Milk"
T01750,2025-02-15,4,"Cheese, Chips, Salsa, Soda"
T01751,2025-06-06,3,"Bananas, Cereal, Milk"
T01752,2025-02-26,6,"Bananas, Beer, Chips, Diapers, Salsa, Tomatoes"
T01753,2025-03-29,2,"Lettuce, Salsa"
T01754,2025-03-29,3,"Bananas, Chips, Salsa"
T01755,2025-06-15,1,Chicken Breast
T01756,2025-03-24,4,"Apples, Chicken Breast, Lettuce, Rice"
T01757,2025-01-29,4,"Pasta, Rice, Tomato Sauce, Yogurt"
T01758,2025-03-20,1,Apples
T01759,2025-03-25,2,"Beer, Salsa"
T01760,2025-05-15,3,"Cheese, Soda, Wine"
T01761,2025-06-14,3,"Apples, Eggs, Tomato Sauce"
T01762,2025-02-01,2,"Soda, Yogurt"
T01763,2025-05-03,2,"Chips, Salsa"
T01764,2025-02-11,3,"Cheese, Tomatoes, Wine"
T01765,2025-05-18,1,Apples
T01766,2025-03-28,2,"Chicken Breast, Tomatoes"
T01767,2025-06-07,1,Soda
T01768,2025-01-22,3,"Butter, Cheese, Wine"
T01769,2025-02-28,3,"Bananas, Cereal, Eggs"
T01770,2025-03-23,2,"Bread, Butter"
T01771,2025-06-24,2,"Apples, Beer"
T01772,2025-05-31,3,"Coffee, Sugar, Yogurt"
T01773,2025-04-23,4,"Apples, Cheese, Parmesan, Wine"
T01774,2025-02-23,4,"Beer, Eggs, Salsa, Soda"
T01775,2025-02-21,4,"Apples, Bread, Butter, Jam"
T01776,2025-05-22,2,"Bread, Butter"
T01777,2025-02-16,4,"Cheese, Sugar, Tea, Yogurt"
T01778,2025-01-09,2,"Rice, Tomatoes"
T01779,2025-04-27,2,"Milk, Tomatoes"
T01780,2025-02-16,3,"Bananas, Onions, Yogurt"
T01781,2025-02-25,6,"Bread, Butter, Lettuce, Parmesan, Pasta, Tomato Sauce"
T01782,2025-03-02,4,"Bananas, Cereal, Coffee, Sugar"
T01783,2025-03-10,1,Yogurt
T01784,2025-05-07,2,"Baby Wipes, Diapers"
T01785,2025-05-08,2,"Bananas, Pasta"
T01786,2025-04-23,1,Milk
T01787,2025-06-02,1,Soda
T01788,2025-02-24,2,"Cheese, Chips"
T01789,2025-02-03,2,"Bananas, Tomato Sauce"
T01790,2025-01-14,3,"Milk, Parmesan, Pasta"
T01791,2025-05-10,5,"Beer, Chips, Milk, Sugar, Tea"
T01792,2025-01-11,2,"Chicken Breast, Lettuce"
T01793,2025-05-27,3,"Cereal, Sugar, Tea"
T01794,2025-01-24,2,"Coffee, Milk"
T01795,2025-06-19,2,"Apples, Sugar"
T01796,2025-02-19,1,Beer
T01797,2025-06-25,3,"Bananas, Butter, Eggs"
T01798,2025-02-10,3,"Milk, Sugar, Tea"
T01799,2025-01-29,2,"Bananas, Cheese"
T01800,2025-01-09,1,Cheese
T01801,2025-04-23,5,"Beer, Chips, Milk, Rice, Salsa"
T01802,2025-03-19,4,"Bananas, Coffee, Milk, Tea"
T01803,2025-03-28,6,"Cheese, Coffee, Lettuce, Milk, Sugar, Tomatoes"
T01804,2025-01-17,3,"Beer, Bread, Butter"
T01805,2025-02-06,1,Wine
T01806,2025-02-03,4,"Bread, Butter, Eggs, Jam"
T01807,2025-02-11,1,Tomatoes
T01808,2025-06-03,4,"Coffee, Eggs, Sugar, Tea"
T01809,2025-01-28,2,"Chicken Breast, Lettuce"
T01810,2025-06-29,2,"Apples, Milk"
T01811,2025-04-14,4,"Chips, Lettuce, Salsa, Tea"
T01812,2025-03-05,2,"Bananas, Lettuce"
T01813,2025-01-29,1,Milk
T01814,2025-05-12,2,"Beer, Chips"
T01815,2025-04-13,1,Eggs
T01816,2025-01-11,2,"Bananas, Soda"
T01817,2025-02-07,2,"Bananas, Cheese"
T01818,2025-01-11,2,"Bananas, Onions"
T01819,2025-01-13,2,"Apples, Chips"
T01820,2025-01-30,4,"Bread, Butter, Jam, Rice"
T01821,2025-01-08,2,"Cereal, Tomatoes"
T01822,2025-02-21,4,"Milk, Pasta, Sugar, Tea"
T01823,2025-01-05,2,"Chicken Breast, Rice"
T01824,2025-01-18,3,"Milk, Sugar, Tea"
T01825,2025-03-02,2,"Eggs, Tomatoes"
T01826,2025-06-11,3,"Bread, Butter, Lettuce"
T01827,2025-01-10,2,"Apples, Yogurt"
T01828,2025-05-07,4,"Beer, Chips, Eggs, Ground Beef"
T01829,2025-04-08,8,"Beer, Cheese, Chips, Coffee, Milk, Salsa, Sugar, Yogurt"
T01830,2025-01-30,5,"Bread, Eggs, Milk, Sugar, Tea"
T01831,2025-02-13,3,"Cheese, Parmesan, Wine"
T01832,2025-01-25,3,"Diapers, Eggs, Tomatoes"
T01833,2025-05-10,5,"Coffee, Lettuce, Milk, Sugar, Tea"
T01834,2025-01-19,6,"Apples, Baby Wipes, Beer, Chicken Breast, Diapers, Rice"
T01835,2025-01-03,4,"Bread, Butter, Jam, Milk"
T01836,2025-01-22,3,"Baby Wipes, Cheese, Diapers"
T01837,2025-03-11,2,"Rice, Wine"
T01838,2025-06-21,4,"Chicken Breast, Milk, Rice, Yogurt"
T01839,2025-04-01,1,Yogurt
T01840,2025-02-15,1,Tomatoes
T01841,2025-04-07,1,Tea
T01842,2025-02-16,1,Milk
T01843,2025-06-29,5,"Baby Wipes, Beer, Diapers, Rice, Soda"
T01844,2025-02-09,3,"Baby Wipes, Bananas, Diapers"
T01845,2025-05-19,3,"Bread, Parmesan, Soda"
T01846,2025-04-22,3,"Chicken Breast, Lettuce, Rice"
T01847,2025-01-06,3,"Cereal, Eggs, Rice"
T01848,2025-03-05,1,Rice
T01849,2025-02-22,3,"Bananas, Cereal, Milk"
T01850,2025-03-07,2,"Pasta, Soda"
T01851,2025-02-12,2,"Chicken Breast, Soda"
T01852,2025-01-09,4,"Apples, Bread, Chicken Breast, Rice"
T01853,2025-06-02,2,"Milk, Tomatoes"
T01854,2025-04-13,2,"Sugar, Tomatoes"
T01855,2025-05-13,2,"Bananas, Cereal"
T01856,2025-05-20,1,Tomatoes
T01857,2025-06-28,4,"Baby Wipes, Diapers, Tea, Tomatoes"
T01858,2025-01-13,2,"Rice, Soda"
T01859,2025-06-25,6,"Bananas, Cereal, Chips, Jam, Milk, Soda"
T01860,2025-04-12,2,"Baby Wipes, Cheese"
T01861,2025-05-29,3,"Bread, Chips, Soda"
T01862,2025-02-04,2,"Butter, Lettuce"
T01863,2025-04-07,2,"Chicken Breast, Tomatoes"
T01864,2025-02-11,1,Apples
T01865,2025-05-06,2,"Cheese, Tomatoes"
T01866,2025-03-20,4,"Bananas, Beer, Cereal, Milk"
T01867,2025-06-12,2,"Cheese, Wine"
T01868,2025-02-28,6,"Bread, Jam, Milk, Pasta, Tomato Sauce, Wine"
T01869,2025-03-13,2,"Bananas, Eggs"
T01870,2025-03-06,3,"Beer, Diapers, Soda"
T01871,2025-04-12,1,Yogurt
T01872,2025-01-21,1,Rice
T01873,2025-01-04,6,"Chicken Breast, Coffee, Lettuce, Milk, Sugar, Tea"
T01874,2025-02-28,1,Lettuce
T01875,2025-05-17,1,Tomatoes
T01876,2025-02-13,3,"Chicken Breast, Diapers, Lettuce"
T01877,2025-03-06,2,"Chicken Breast, Rice"
T01878,2025-06-16,2,"Coffee, Eggs"
T01879,2025-04-25,1,Tomatoes
T01880,2025-05-06,2,"Eggs, Rice"
T01881,2025-02-22,1,Apples
T01882,2025-02-12,2,"Bread, Butter"
T01883,2025-04-01,2,"Milk, Tomatoes"
T01884,2025-03-05,3,"Cheese, Chicken Breast, Lettuce"
T01885,2025-05-20,3,"Chicken Breast, Coffee, Milk"
T01886,2025-01-27,4,"Baby Wipes, Beer, Diapers, Tea"
T01887,2025-03-08,1,Milk
T01888,2025-05-17,5,"Beer, Chips, Eggs, Wine, Yogurt"
T01889,2025-06-02,1,Tomatoes
T01890,2025-06-19,1,Tomatoes
T01891,2025-05-26,2,"Lettuce, Soda"
T01892,2025-06-26,2,"Apples, Cheese"
T01893,2025-01-27,3,"Lettuce, Milk, Tea"
T01894,2025-04-08,5,"Chicken Breast, Parmesan, Pasta, Rice, Tomato Sauce"
T01895,2025-05-21,2,"Beer, Diapers"
T01896,2025-05-12,5,"Beer, Chips, Lettuce, Salsa, Tomatoes"
T01897,2025-04-09,2,"Baby Wipes, Diapers"
T01898,2025-05-23,6,"Baby Wipes, Bananas, Beer, Diapers, Tomato Sauce, Yogurt"
T01899,2025-03-23,2,"Eggs, Lettuce"
T01900,2025-04-18,4,"Coffee, Milk, Sugar, Tomatoes"
T01901,2025-02-20,4,"Bread, Milk, Sugar, Tea"
T01902,2025-01-06,3,"Lettuce, Milk, Wine"
T01903,2025-04-05,1,Eggs
T01904,2025-02-27,6,"Bread, Butter, Jam, Milk, Tea, Tomatoes"
T01905,2025-02-21,2,"Coffee, Sugar"
T01906,2025-04-28,3,"Cereal, Milk, Soda"
T01907,2025-06-24,2,"Eggs, Yogurt"
T01908,2025-02-16,1,Eggs
T01909,2025-01-06,5,"Bananas, Cereal, Coffee, Milk, Sugar"
T01910,2025-04-08,1,Eggs
T01911,2025-05-27,1,Coffee
T01912,2025-01-31,3,"Milk, Sugar, Tea"
T01913,2025-01-20,2,"Jam, Tomatoes"
T01914,2025-02-05,2,"Pasta, Tomato Sauce"
T01915,2025-03-09,3,"Chicken Breast, Chips, Soda"
T01916,2025-05-10,2,"Chicken Breast, Lettuce"
T01917,2025-01-01,4,"Bread, Butter, Jam, Milk"
T01918,2025-02-04,1,Yogurt
T01919,2025-05-24,4,"Bread, Butter, Chicken Breast, Sugar"
T01920,2025-04-10,6,"Bread, Butter, Chips, Salsa, Soda, Tomatoes"
T01921,2025-01-28,5,"Cheese, Eggs, Garlic, Pasta, Tomato Sauce"
T01922,2025-01-12,1,Eggs
T01923,2025-06-24,2,"Baby Wipes, Yogurt"
T01924,2025-05-10,2,"Apples, Tomatoes"
T01925,2025-06-15,1,Lettuce
T01926,2025-05-23,4,"Chips, Salsa, Soda, Wine"
T01927,2025-02-06,4,"Apples, Beer, Chips, Tomatoes"
T01928,2025-05-24,5,"Bananas, Beer, Cereal, Diapers, Milk"
T01929,2025-03-28,4,"Coffee, Soda, Sugar, Wine"
T01930,2025-03-06,4,"Beer, Chips, Soda, Tomatoes"
T01931,2025-03-18,3,"Coffee, Milk, Tomatoes"
T01932,2025-04-03,1,Cheese
T01933,2025-04-12,2,"Lettuce, Tomatoes"
T01934,2025-03-27,3,"Bananas, Cheese, Milk"
T01935,2025-06-03,4,"Apples, Bananas, Cereal, Milk"
T01936,2025-02-06,1,Apples
T01937,2025-04-10,3,"Parmesan, Pasta, Tomato Sauce"
T01938,2025-06-28,5,"Bread, Eggs, Parmesan, Pasta, Tomato Sauce"
T01939,2025-03-23,1,Beer
T01940,2025-06-17,3,"Chicken Breast, Lettuce, Rice"
T01941,2025-01-26,3,"Beer, Chips, Coffee"
T01942,2025-01-17,3,"Baby Wipes, Diapers, Tea"
T01943,2025-05-29,2,"Chicken Breast, Rice"
T01944,2025-06-28,3,"Apples, Eggs, Lettuce"
T01945,2025-06-17,1,Rice
T01946,2025-05-20,1,Cereal
T01947,2025-04-10,1,Milk
T01948,2025-05-28,2,"Bread, Butter"
T01949,2025-04-23,1,Milk
T01950,2025-05-03,3,"Beer, Coffee, Sugar"
T01951,2025-05-06,4,"Garlic, Parmesan, Pasta, Tomato Sauce"
T01952,2025-02-03,5,"Apples, Bananas, Parmesan, Pasta, Tomato Sauce"
T01953,2025-03-26,4,"Bread, Butter, Eggs, Milk"
T01954,2025-05-23,5,"Cereal, Chicken Breast, Milk, Rice, Soda"
T01955,2025-04-27,1,Lettuce
T01956,2025-04-26,1,Lettuce
T01957,2025-06-01,4,"Apples, Cheese, Parmesan, Wine"
T01958,2025-06-27,4,"Chips, Onions, Salsa, Soda"
T01959,2025-01-30,2,"Chips, Soda"
T01960,2025-06-29,4,"Bananas, Eggs, Pasta, Tomato Sauce"
T01961,2025-04-22,1,Bananas
T01962,2025-04-06,2,"Salsa, Tomatoes"
T01963,2025-04-29,4,"Butter, Parmesan, Pasta, Yogurt"
T01964,2025-06-29,4,"Beer, Chips, Eggs, Salsa"
T01965,2025-03-12,1,Apples
T01966,2025-05-12,2,"Butter, Yogurt"
T01967,2025-03-17,5,"Bananas, Cereal, Coffee, Milk, Sugar"
T01968,2025-01-29,1,Chips
T01969,2025-06-10,3,"Baby Wipes, Coffee, Milk"
T01970,2025-04-23,2,"Coffee, Milk"
T01971,2025-02-03,2,"Cheese, Wine"
